0,0;1;drei;vier
242,0;2;1drei;1vier
1181,0;3;drei2    ; vier2
2801,0;4;;
3613,0;5;;
3667,0;6;;
3821,0;7;;
3871,0;8;;
4046,0;9;;
4215,0;10;;
4270,0;11;;
4698,0;12;;
4752,0;13;;
4990,0;14;;
5044,0;15;;
5216,0;16;;
5271,0;17;;
5423,0;18;;
5564,0;19;;
5617,0;20;;
6088,0;21;;
6556,0;22;;
6609,0;23;;
7042,0;24;;
7242,0;25;;
7474,0;26;;
7942,0;27;;
8391,0;28;;
8762,0;29;;
9177,0;30;;
9231,0;31;;
9458,0;32;;
9512,0;33;;
9712,0;34;;
10212,0;35;;
10642,0;36;;
10707,0;37;;
10896,0;38;;
10950,0;39;;
11450,0;40;;
12198,0;41;;
12305,0;42;;
12806,0;43;;
13680,0;44;;
13788,0;45;;
14495,0;46;;
15191,0;47;;
15300,0;48;;
15992,0;49;;
16691,0;50;;
16818,0;51;;
17436,0;52;;
18048,0;53;;
18353,0;54;;
18943,0;55;;
19507,0;56;;
19846,0;57;;
20365,0;58;;
20814,0;59;;
21210,0;60;;
21285,0;61;;
21339,0;62;;
21429,0;63;;
21874,0;64;;
21929,0;65;;
22110,0;66;;
22297,0;67;;
22350,0;68;;
22648,0;69;;
22702,0;70;;
22762,0;71;;
23573,0;72;;
24121,0;73;;
24907,0;74;;
25550,0;75;;
26069,0;76;;
26861,0;77;;
26927,0;78;;
27174,0;79;;
27228,0;80;;
27399,0;81;;
27737,0;82;;
28076,0;83;;
28376,0;84;;
28430,0;85;;
28905,0;86;;
28959,0;87;;
29028,0;88;;
29082,0;89;;
29307,0;90;;
29373,0;91;;
30181,0;92;;
30410,0;93;;
31118,0;94;;
31781,0;95;;
31943,0;96;;
31997,0;97;;
32483,0;98;;
32537,0;99;;
